frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
72,  0,  2.840,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.97, 0.60, 0.00, 0.52, 1.63, 1.18, 0.45, 2.26, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
73,  0,  2.880,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.98, 0.52, 0.00, 0.29, 1.57, 0.55, 1.04, 2.55, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
74,  0,  2.920,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.91, 0.42, 0.03, 0.26, 1.36, 0.07, 1.48, 2.63, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
75,  0,  2.960,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.19, 0.00, 0.00, 0.18, 1.06, 0.50, 0.06, 0.30, 1.21, 0.03, 1.64, 2.35, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
76,  0,  3.000,  0.98,  1, 0.00, 0.00, 0.00, 0.06, 0.30, 0.00, 0.00, 0.34, 1.27, 0.58, 0.13, 0.35, 1.22, 0.07, 1.55, 2.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
77,  0,  3.040,  0.98,  1, 0.00, 0.00, 0.00, 0.10, 0.39, 0.00, 0.00, 0.53, 1.55, 0.72, 0.13, 0.42, 1.29, 0.11, 1.58, 1.95, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
78,  0,  3.080,  0.98,  1, 0.00, 0.00, 0.00, 0.07, 0.38, 0.00, 0.00, 0.56, 1.58, 0.75, 0.15, 0.45, 1.23, 0.11, 1.53, 1.95, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
79,  0,  3.120,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.36, 0.00, 0.00, 0.59, 1.58, 0.78, 0.13, 0.51, 1.20, 0.10, 1.52, 1.97, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
80,  0,  3.160,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.00, 0.63, 1.58, 0.76, 0.12, 0.47, 1.19, 0.08, 1.50, 1.96, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
81,  0,  3.200,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.34, 0.00, 0.00, 0.63, 1.57, 0.77, 0.10, 0.47, 1.26, 0.10, 1.49, 1.94, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
82,  0,  3.240,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.34, 0.00, 0.00, 0.63, 1.57, 0.73, 0.08, 0.39, 1.30, 0.09, 1.53, 1.89, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
83,  0,  3.280,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.31, 0.00, 0.01, 0.49, 1.51, 0.78, 0.18, 0.25, 1.15, 0.12, 1.44, 1.35, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
84,  0,  3.320,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.29, 0.00, 0.01, 0.38, 1.47, 0.84, 0.21, 0.09, 1.07, 0.08, 1.31, 0.77, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
85,  0,  3.360,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.27, 0.00, 0.02, 0.30, 1.44, 0.94, 0.22, 0.00, 0.95, 0.07, 1.19, 0.26, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
86,  0,  3.400,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.33, 0.00, 0.00, 0.36, 1.47, 0.92, 0.18, 0.00, 1.07, 0.06, 1.23, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
87,  0,  3.440,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.30, 0.00, 0.00, 0.34, 1.47, 0.88, 0.21, 0.00, 0.98, 0.09, 1.32, 0.22, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
88,  0,  3.480,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.32, 0.00, 0.00, 0.35, 1.48, 0.80, 0.27, 0.00, 1.05, 0.10, 1.29, 0.17, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
89,  0,  3.520,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.30, 0.00, 0.00, 0.39, 1.38, 0.73, 0.30, 0.15, 1.03, 0.07, 1.53, 0.62, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
90,  0,  3.560,  0.98,  1, 0.00, 0.00, 0.00, 0.09, 0.22, 0.00, 0.02, 0.31, 1.13, 0.51, 0.39, 0.21, 1.02, 0.03, 1.47, 0.91, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
91,  0,  3.600,  0.98,  1, 0.00, 0.00, 0.00, 0.11, 0.11, 0.00, 0.02, 0.19, 0.89, 0.28, 0.45, 0.28, 0.84, 0.03, 1.46, 1.26, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
92,  0,  3.640,  0.98,  1, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.02, 0.00, 0.58, 0.06, 0.47, 0.16, 0.57, 0.03, 1.16, 0.86, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
93,  0,  3.680,  0.93,  1, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.35, 0.02, 0.49, 0.13, 0.37, 0.03, 1.12, 0.65, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
94,  0,  3.720,  0.98,  1, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.36, 0.06, 0.15, 0.00, 1.46, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95,  0,  3.760,  0.98,  1, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.35, 0.06, 0.06, 0.00, 1.88, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
96,  0,  3.800,  0.98,  1, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.03, 0.02, 0.02, 0.00, 0.27, 0.03, 0.00, 0.00, 2.30, 0.46, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
97,  0,  3.840,  0.98,  1, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.08, 0.08, 0.07, 0.00, 0.24, 0.12, 0.00, 0.00, 2.43, 0.60, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
98,  0,  3.880,  0.98,  1, 0.01, 0.00, 0.04, 0.09, 0.00, 0.00, 0.04, 0.08, 0.13, 0.00, 0.12, 0.18, 0.00, 0.00, 2.43, 0.79, 0.86, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
99,  0,  3.920,  0.98,  1, 0.01, 0.00, 0.05, 0.00, 0.00, 0.04, 0.07, 0.10, 0.22, 0.00, 0.01, 0.28, 0.00, 0.00, 2.32, 0.99, 1.34, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
100,  0,  3.960,  0.98,  1, 0.01, 0.00, 0.06, 0.00, 0.00, 0.16, 0.03, 0.11, 0.28, 0.00, 0.00, 0.27, 0.00, 0.00, 2.16, 0.98, 1.45, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
101,  0,  4.000,  0.98,  1, 0.00, 0.00, 0.02, 0.00, 0.00, 0.16, 0.03, 0.11, 0.35, 0.00, 0.00, 0.27, 0.00, 0.00, 2.11, 0.83, 0.70, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
102,  0,  4.040,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.13, 0.00, 0.08, 0.37, 0.00, 0.00, 0.25, 0.00, 0.00, 2.12, 0.52, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
103,  0,  4.080,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.39, 0.00, 0.00, 0.29, 0.00, 0.00, 2.07, 0.35, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
104,  0,  4.120,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.39, 0.00, 0.00, 0.35, 0.00, 0.01, 1.98, 0.29, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
105,  0,  4.160,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.35, 0.00, 0.00, 0.47, 0.06, 0.09, 1.59, 0.35, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
106,  0,  4.200,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.28, 0.00, 0.00, 0.58, 0.14, 0.22, 1.14, 0.44, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
107,  0,  4.240,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.71, 0.23, 0.35, 0.73, 0.63, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
108,  0,  4.280,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.79, 0.22, 0.43, 0.56, 0.76, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
109,  0,  4.320,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.78, 0.25, 0.40, 0.54, 0.95, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
110,  0,  4.360,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.03, 0.62, 0.28, 0.26, 0.69, 1.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
111,  0,  4.400,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.03, 0.51, 0.39, 0.10, 1.07, 1.74, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
112,  0,  4.440,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.29, 0.10, 0.07, 0.41, 0.42, 0.15, 1.31, 1.65, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
113,  0,  4.480,  0.93,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.59, 0.22, 0.06, 0.40, 0.53, 0.25, 1.28, 1.42, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
114,  0,  4.520,  0.93,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.03, 0.00, 0.90, 0.35, 0.06, 0.29, 0.63, 0.33, 1.09, 0.88, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
115,  0,  4.560,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.91, 0.38, 0.04, 0.24, 0.73, 0.28, 1.02, 0.91, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
116,  0,  4.600,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.98, 0.43, 0.05, 0.17, 0.79, 0.32, 1.01, 0.68, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
117,  0,  4.640,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 1.02, 0.44, 0.05, 0.16, 0.81, 0.41, 0.95, 0.44, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
118,  0,  4.680,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.07, 0.51, 0.03, 0.12, 0.89, 0.50, 0.92, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
119,  0,  4.720,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.98, 0.44, 0.07, 0.22, 0.81, 0.44, 1.11, 0.46, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
120,  0,  4.760,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.91, 0.50, 0.17, 0.30, 0.82, 0.34, 1.29, 0.87, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
121,  0,  4.800,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.49, 0.27, 0.41, 0.84, 0.23, 1.43, 1.33, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
122,  0,  4.840,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.90, 0.57, 0.28, 0.42, 0.95, 0.22, 1.33, 1.35, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
123,  0,  4.880,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 1.05, 0.78, 0.18, 0.45, 1.03, 0.38, 1.21, 1.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
124,  0,  4.920,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 1.27, 1.08, 0.10, 0.43, 1.11, 0.56, 1.10, 0.77, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
125,  0,  4.960,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 1.50, 1.33, 0.02, 0.36, 1.21, 0.71, 1.05, 0.40, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
126,  0,  5.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.01, 1.52, 1.31, 0.02, 0.32, 1.22, 0.67, 0.96, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
127,  0,  5.040,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.01, 1.30, 1.00, 0.06, 0.22, 1.09, 0.52, 0.88, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
128,  0,  5.080,  0.98,  1, 0.00, 0.07, 0.00, 0.00, 0.03, 0.00, 0.03, 0.01, 0.96, 0.67, 0.17, 0.16, 0.80, 0.29, 0.79, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
129,  0,  5.120,  0.98,  1, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.50, 0.29, 0.47, 0.06, 0.43, 0.10, 0.87, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
130,  0,  5.160,  0.93,  1, 0.03, 0.07, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.19, 0.10, 0.72, 0.06, 0.14, 0.00, 1.01, 0.45, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
131,  0,  5.200,  0.93,  1, 0.03, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.86, 0.08, 0.00, 0.00, 1.21, 0.82, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
132,  0,  5.240,  0.93,  1, 0.06, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.76, 0.11, 0.00, 0.00, 1.29, 1.06, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
133,  0,  5.280,  0.98,  1, 0.04, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.66, 0.16, 0.00, 0.00, 1.29, 1.12, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
134,  0,  5.320,  0.98,  1, 0.17, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.72, 0.17, 0.00, 0.00, 1.31, 1.14, 0.98, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
135,  0,  5.360,  0.98,  1, 0.37, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.21, 0.00, 0.00, 1.41, 1.14, 1.89, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
136,  0,  5.400,  0.98,  1, 0.47, 0.00, 0.26, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.97, 0.19, 0.00, 0.00, 1.46, 1.21, 2.53, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
137,  0,  5.440,  0.98,  1, 0.37, 0.00, 0.34, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.86, 0.24, 0.00, 0.00, 1.36, 1.24, 2.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
138,  0,  5.480,  0.98,  1, 0.19, 0.05, 0.43, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.79, 0.19, 0.00, 0.00, 1.41, 1.29, 1.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
139,  0,  5.520,  0.98,  1, 0.09, 0.05, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.66, 0.14, 0.00, 0.00, 1.52, 1.44, 0.77, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
140,  0,  5.560,  0.98,  1, 0.10, 0.05, 0.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.73, 0.08, 0.00, 0.00, 1.85, 1.59, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
141,  0,  5.600,  0.98,  1, 0.04, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.72, 0.07, 0.00, 0.00, 2.05, 1.74, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
142,  0,  5.640,  0.98,  1, 0.04, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.85, 0.07, 0.00, 0.00, 2.23, 1.69, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
